row_id,true_label,predicted_label,confidence,local_explanation_json,attack_stage,risk_score,recommended_action,llm_prompt
129,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 57615.0, ""shap_value"": 0.039969311948522115, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.014217365716317331, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.013775986795473897, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013723191162117931, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 360.0, ""shap_value"": 0.010604428637222068, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 57615.0000, SHAP contribution = 0.039969, effect = supports predicted class
2. min_seg_size_forward = 20.0000, SHAP contribution = 0.014217, effect = supports predicted class
3. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.013776, effect = supports predicted class
4. PSH Flag Count = 0.0000, SHAP contribution = 0.013723, effect = supports predicted class
5. Init_Win_bytes_forward = 360.0000, SHAP contribution = 0.010604, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
130,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 121.0, ""shap_value"": 0.02429409725625419, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.01350630476710955, ""effect"": ""opposes predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 65.28571429, ""shap_value"": 0.012948708698251767, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 76.16666667, ""shap_value"": 0.011524783369763298, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.011036349257924342, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 121.0000, SHAP contribution = 0.024294, effect = supports predicted class
2. Destination Port = 53.0000, SHAP contribution = -0.013506, effect = opposes predicted class
3. Packet Length Mean = 65.2857, SHAP contribution = 0.012949, effect = supports predicted class
4. Average Packet Size = 76.1667, SHAP contribution = 0.011525, effect = supports predicted class
5. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.011036, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
131,SSH-Patator,SSH-Patator,0.997154818026076,"[{""feature"": ""Destination Port"", ""value"": 22.0, ""shap_value"": 0.20954262743064647, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 247.0, ""shap_value"": 0.13852763391888515, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 259.0, ""shap_value"": 0.07054289033611724, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.055075845490302554, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.04308734975645621, ""effect"": ""supports predicted class""}]",Credential Access,5.98,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: SSH-Patator
Prediction confidence: 0.9972
Mapped attack stage: Credential Access
Risk score: 5.98
Recommended action: Block Source IP

Instance-level local explanation:
1. Destination Port = 22.0000, SHAP contribution = 0.209543, effect = supports predicted class
2. Init_Win_bytes_backward = 247.0000, SHAP contribution = 0.138528, effect = supports predicted class
3. Init_Win_bytes_forward = 259.0000, SHAP contribution = 0.070543, effect = supports predicted class
4. min_seg_size_forward = 32.0000, SHAP contribution = 0.055076, effect = supports predicted class
5. Bwd Packet Length Min = 0.0000, SHAP contribution = 0.043087, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
132,BENIGN,BENIGN,1.0,"[{""feature"": ""Flow IAT Max"", ""value"": 10000000.0, ""shap_value"": 0.014917867752894791, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.013779932377929653, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 359.0, ""shap_value"": 0.012843759049638238, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Duration"", ""value"": 115985229.0, ""shap_value"": 0.012421409069614992, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 1033.0, ""shap_value"": 0.012090153320904812, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Flow IAT Max = 10000000.0000, SHAP contribution = 0.014918, effect = supports predicted class
2. Destination Port = 443.0000, SHAP contribution = 0.013780, effect = supports predicted class
3. Init_Win_bytes_backward = 359.0000, SHAP contribution = 0.012844, effect = supports predicted class
4. Flow Duration = 115985229.0000, SHAP contribution = 0.012421, effect = supports predicted class
5. Subflow Fwd Bytes = 1033.0000, SHAP contribution = 0.012090, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
133,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 111.0, ""shap_value"": 0.020216277574529613, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.013907147069276959, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 222.0, ""shap_value"": 0.013809180628079502, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013484937955970508, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.012500671757629669, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 111.0000, SHAP contribution = 0.020216, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.013907, effect = supports predicted class
3. Subflow Bwd Bytes = 222.0000, SHAP contribution = 0.013809, effect = supports predicted class
4. PSH Flag Count = 0.0000, SHAP contribution = 0.013485, effect = supports predicted class
5. Destination Port = 53.0000, SHAP contribution = -0.012501, effect = opposes predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
134,DDoS,DDoS,0.9999998531140653,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.04364245370455691, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packets/s"", ""value"": 0.0, ""shap_value"": 0.042120949091524834, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 256.0, ""shap_value"": 0.04127951718041281, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.0369952864302806, ""effect"": ""supports predicted class""}, {""feature"": ""act_data_pkt_fwd"", ""value"": 4.0, ""shap_value"": 0.03359024341117447, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DDoS
Prediction confidence: 1.0000
Mapped attack stage: Impact / Availability Attack
Risk score: 7.0
Recommended action: Block Source IP

Instance-level local explanation:
1. Destination Port = 80.0000, SHAP contribution = 0.043642, effect = supports predicted class
2. Bwd Packets/s = 0.0000, SHAP contribution = 0.042121, effect = supports predicted class
3. Init_Win_bytes_forward = 256.0000, SHAP contribution = 0.041280, effect = supports predicted class
4. min_seg_size_forward = 20.0000, SHAP contribution = 0.036995, effect = supports predicted class
5. act_data_pkt_fwd = 4.0000, SHAP contribution = 0.033590, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
135,BENIGN,BENIGN,1.0,"[{""feature"": ""Flow IAT Max"", ""value"": 10000000.0, ""shap_value"": 0.016868297772826543, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.014349237352743032, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 709.0, ""shap_value"": 0.012832953880757635, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Duration"", ""value"": 22696417.0, ""shap_value"": 0.011683944279083267, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 1344.0, ""shap_value"": 0.011472398682300504, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Flow IAT Max = 10000000.0000, SHAP contribution = 0.016868, effect = supports predicted class
2. Destination Port = 443.0000, SHAP contribution = 0.014349, effect = supports predicted class
3. Fwd Packet Length Max = 709.0000, SHAP contribution = 0.012833, effect = supports predicted class
4. Flow Duration = 22696417.0000, SHAP contribution = 0.011684, effect = supports predicted class
5. Subflow Fwd Bytes = 1344.0000, SHAP contribution = 0.011472, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
136,BENIGN,BENIGN,1.0,"[{""feature"": ""Init_Win_bytes_backward"", ""value"": 29200.0, ""shap_value"": 0.04024412129349599, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd IAT Min"", ""value"": 35088.0, ""shap_value"": 0.014701466559351365, ""effect"": ""supports predicted class""}, {""feature"": ""Flow IAT Mean"", ""value"": 1093129.4, ""shap_value"": 0.014214217654254742, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Packets/s"", ""value"": 1.0977657357, ""shap_value"": 0.013732651871133525, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 2.0, ""shap_value"": 0.013690575535653764, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Init_Win_bytes_backward = 29200.0000, SHAP contribution = 0.040244, effect = supports predicted class
2. Fwd IAT Min = 35088.0000, SHAP contribution = 0.014701, effect = supports predicted class
3. Flow IAT Mean = 1093129.4000, SHAP contribution = 0.014214, effect = supports predicted class
4. Flow Packets/s = 1.0978, SHAP contribution = 0.013733, effect = supports predicted class
5. Average Packet Size = 2.0000, SHAP contribution = 0.013691, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
137,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": -0.019928188280751304, ""effect"": ""opposes predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.018625811731109537, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013460201132905424, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.012279471894602966, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 16425.0, ""shap_value"": 0.011673252849311871, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 80.0000, SHAP contribution = -0.019928, effect = opposes predicted class
2. min_seg_size_forward = 20.0000, SHAP contribution = 0.018626, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.013460, effect = supports predicted class
4. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.012279, effect = supports predicted class
5. Init_Win_bytes_forward = 16425.0000, SHAP contribution = 0.011673, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
138,DoS Hulk,DoS Hulk,0.9967337982792912,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 251.0, ""shap_value"": 0.08802326815216346, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.07704397089438914, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.057701818006056414, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 64.0, ""shap_value"": 0.040321808377398155, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.03929334117135113, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,6.98,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DoS Hulk
Prediction confidence: 0.9967
Mapped attack stage: Impact / Availability Attack
Risk score: 6.98
Recommended action: Block Source IP

Instance-level local explanation:
1. Init_Win_bytes_forward = 251.0000, SHAP contribution = 0.088023, effect = supports predicted class
2. Destination Port = 80.0000, SHAP contribution = 0.077044, effect = supports predicted class
3. min_seg_size_forward = 32.0000, SHAP contribution = 0.057702, effect = supports predicted class
4. Fwd Header Length = 64.0000, SHAP contribution = 0.040322, effect = supports predicted class
5. Bwd Packet Length Min = 0.0000, SHAP contribution = 0.039293, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
139,BENIGN,BENIGN,1.0,"[{""feature"": ""Fwd Packet Length Max"", ""value"": 10220.0, ""shap_value"": 0.03144613741550825, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 21302.0, ""shap_value"": 0.030863640379758497, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Std"", ""value"": 4413.201989, ""shap_value"": 0.020025535312904026, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 11607.0, ""shap_value"": 0.01941826669014279, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 11607.0, ""shap_value"": 0.018369426206363785, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Fwd Packet Length Max = 10220.0000, SHAP contribution = 0.031446, effect = supports predicted class
2. Destination Port = 21302.0000, SHAP contribution = 0.030864, effect = supports predicted class
3. Fwd Packet Length Std = 4413.2020, SHAP contribution = 0.020026, effect = supports predicted class
4. Total Length of Fwd Packets = 11607.0000, SHAP contribution = 0.019418, effect = supports predicted class
5. Subflow Fwd Bytes = 11607.0000, SHAP contribution = 0.018369, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
140,DDoS,DDoS,1.0,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.043940053008305, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 256.0, ""shap_value"": 0.043810999847971106, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packets/s"", ""value"": 0.0, ""shap_value"": 0.04202012912067744, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.0363842857119991, ""effect"": ""supports predicted class""}, {""feature"": ""act_data_pkt_fwd"", ""value"": 3.0, ""shap_value"": 0.032094924261014054, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DDoS
Prediction confidence: 1.0000
Mapped attack stage: Impact / Availability Attack
Risk score: 7.0
Recommended action: Block Source IP

Instance-level local explanation:
1. Destination Port = 80.0000, SHAP contribution = 0.043940, effect = supports predicted class
2. Init_Win_bytes_forward = 256.0000, SHAP contribution = 0.043811, effect = supports predicted class
3. Bwd Packets/s = 0.0000, SHAP contribution = 0.042020, effect = supports predicted class
4. min_seg_size_forward = 20.0000, SHAP contribution = 0.036384, effect = supports predicted class
5. act_data_pkt_fwd = 3.0000, SHAP contribution = 0.032095, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
141,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 48258.0, ""shap_value"": 0.04110339795180651, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.01674179677169569, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013608743685524817, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.013172000097315789, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 30.0, ""shap_value"": 0.011513287426878484, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 48258.0000, SHAP contribution = 0.041103, effect = supports predicted class
2. min_seg_size_forward = 20.0000, SHAP contribution = 0.016742, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.013609, effect = supports predicted class
4. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.013172, effect = supports predicted class
5. Init_Win_bytes_forward = 30.0000, SHAP contribution = 0.011513, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
142,DDoS,DDoS,1.0,"[{""feature"": ""Subflow Bwd Bytes"", ""value"": 11601.0, ""shap_value"": 0.07037568566123469, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 5840.0, ""shap_value"": 0.05766199240334103, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Std"", ""value"": 2436.833027, ""shap_value"": 0.04852470646397023, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 7.0, ""shap_value"": 0.04463737114429023, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 2320.2, ""shap_value"": 0.043218232714793796, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DDoS
Prediction confidence: 1.0000
Mapped attack stage: Impact / Availability Attack
Risk score: 7.0
Recommended action: Block Source IP

Instance-level local explanation:
1. Subflow Bwd Bytes = 11601.0000, SHAP contribution = 0.070376, effect = supports predicted class
2. Bwd Packet Length Max = 5840.0000, SHAP contribution = 0.057662, effect = supports predicted class
3. Bwd Packet Length Std = 2436.8330, SHAP contribution = 0.048525, effect = supports predicted class
4. Fwd Packet Length Mean = 7.0000, SHAP contribution = 0.044637, effect = supports predicted class
5. Avg Bwd Segment Size = 2320.2000, SHAP contribution = 0.043218, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
143,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 87.0, ""shap_value"": 0.019986096252364405, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.013791110324389138, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 55.8, ""shap_value"": 0.013631911757296838, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 174.0, ""shap_value"": 0.013463215532403865, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.01283644280132019, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 87.0000, SHAP contribution = 0.019986, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.013791, effect = supports predicted class
3. Packet Length Mean = 55.8000, SHAP contribution = 0.013632, effect = supports predicted class
4. Subflow Bwd Bytes = 174.0000, SHAP contribution = 0.013463, effect = supports predicted class
5. Destination Port = 53.0000, SHAP contribution = -0.012836, effect = opposes predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
144,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 117.0, ""shap_value"": 0.019278517025443306, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.014884821747174896, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.014462325507967009, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 117.0, ""shap_value"": 0.01353299715421536, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 114.5, ""shap_value"": 0.012712015837170538, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 117.0000, SHAP contribution = 0.019279, effect = supports predicted class
2. PSH Flag Count = 0.0000, SHAP contribution = 0.014885, effect = supports predicted class
3. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.014462, effect = supports predicted class
4. Subflow Bwd Bytes = 117.0000, SHAP contribution = 0.013533, effect = supports predicted class
5. Average Packet Size = 114.5000, SHAP contribution = 0.012712, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
145,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.024794506935540653, ""effect"": ""supports predicted class""}, {""feature"": ""Max Packet Length"", ""value"": 53.0, ""shap_value"": 0.014208631170924378, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012769749197073566, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 35.33333333, ""shap_value"": 0.012609771473949961, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Std"", ""value"": 30.59956427, ""shap_value"": 0.011169724027257563, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 443.0000, SHAP contribution = 0.024795, effect = supports predicted class
2. Max Packet Length = 53.0000, SHAP contribution = 0.014209, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.012770, effect = supports predicted class
4. Packet Length Mean = 35.3333, SHAP contribution = 0.012610, effect = supports predicted class
5. Packet Length Std = 30.5996, SHAP contribution = 0.011170, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
