event_id,configuration_id,generator,report_text,report_characters,report_words
UNSW-OFFICIAL-7796,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.4046.

Evidence
- ct_src_ltm = 11; SHAP=0.058358; supports predicted class.
- Protocol is not udp; SHAP=0.022780; supports predicted class.
- ct_dst_sport_ltm = 3; SHAP=0.020456; supports predicted class.
- sbytes = 200; SHAP=0.019777; supports predicted class.
- ct_dst_src_ltm = 6; SHAP=0.013505; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.2369, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,115
UNSW-OFFICIAL-7890,A0_template,deterministic_template,"Prediction Summary
The detector predicted Fuzzers with confidence 0.5436.

Evidence
- ct_dst_src_ltm = 3; SHAP=0.047378; supports predicted class.
- ct_srv_dst = 3; SHAP=0.045964; supports predicted class.
- sloss = 3; SHAP=0.041281; supports predicted class.
- sbytes = 1592; SHAP=0.035565; supports predicted class.
- spkts = 12; SHAP=0.034957; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 3.5332, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",800,112
UNSW-OFFICIAL-8100,A0_template,deterministic_template,"Prediction Summary
The detector predicted Shellcode with confidence 0.5630.

Evidence
- ct_dst_src_ltm = 1; SHAP=0.065104; supports predicted class.
- ct_srv_dst = 1; SHAP=0.038358; supports predicted class.
- dbytes = 268; SHAP=0.034719; supports predicted class.
- dpkts = 6; SHAP=0.032531; supports predicted class.
- dmean = 45; SHAP=0.030333; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 4.7854, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",807,113
UNSW-OFFICIAL-8207,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.4411.

Evidence
- Protocol is not udp; SHAP=0.024580; supports predicted class.
- sttl = 254; SHAP=0.016900; supports predicted class.
- Protocol = sctp; SHAP=0.015056; supports predicted class.
- dmean = 220; SHAP=0.014402; supports predicted class.
- sbytes = 536; SHAP=0.013789; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.5285, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",811,115
UNSW-OFFICIAL-8497,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 0.8251.

Evidence
- synack = 0.007142; SHAP=0.074484; supports predicted class.
- sbytes = 1294; SHAP=0.059552; supports predicted class.
- smean = 129; SHAP=0.042692; supports predicted class.
- sload = 46926.6; SHAP=0.040935; supports predicted class.
- tcprtt = 0.053521; SHAP=0.035617; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 5.3629, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",805,107
UNSW-OFFICIAL-8748,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.3959.

Evidence
- Protocol is not udp; SHAP=0.035155; supports predicted class.
- dur = 2.88851; SHAP=0.016014; supports predicted class.
- rate = 28.0421; SHAP=0.015344; supports predicted class.
- Protocol = ospf; SHAP=0.014269; supports predicted class.
- sload = 14357.6; SHAP=0.013249; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.1671, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",820,115
UNSW-OFFICIAL-8793,A0_template,deterministic_template,"Prediction Summary
The detector predicted Worms with confidence 0.6115.

Evidence
- sbytes = 1302; SHAP=0.090733; supports predicted class.
- smean = 130; SHAP=0.065308; supports predicted class.
- ackdat = 0.034041; SHAP=-0.052004; opposes predicted class.
- An application service is identified; SHAP=0.051128; supports predicted class.
- Service = http; SHAP=0.050344; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 5.1978, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",838,113
UNSW-OFFICIAL-8891,A0_template,deterministic_template,"Prediction Summary
The detector predicted Worms with confidence 0.4593.

Evidence
- dpkts = 204; SHAP=0.034787; supports predicted class.
- Service = http; SHAP=0.033234; supports predicted class.
- dloss = 100; SHAP=0.029871; supports predicted class.
- sbytes = 1988; SHAP=0.028794; supports predicted class.
- ct_flw_http_mthd = 1; SHAP=0.026781; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 3.9044, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",809,113
UNSW-OFFICIAL-8897,A0_template,deterministic_template,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.5954.

Evidence
- smean = 85; SHAP=0.073467; supports predicted class.
- sbytes = 848; SHAP=0.067395; supports predicted class.
- An application service is identified; SHAP=0.043880; supports predicted class.
- Service = http; SHAP=0.034119; supports predicted class.
- ct_flw_http_mthd = 1; SHAP=0.023908; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 1.7861, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",830,111
UNSW-OFFICIAL-8900,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 0.3622.

Evidence
- sbytes = 1620; SHAP=0.067652; supports predicted class.
- smean = 162; SHAP=0.054230; supports predicted class.
- ct_srv_dst = 1; SHAP=0.037675; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.030359; supports predicted class.
- sload = 28707.8; SHAP=0.022675; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 2.3545, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",808,112
UNSW-OFFICIAL-8909,A0_template,deterministic_template,"Prediction Summary
The detector predicted DoS with confidence 0.3252.

Evidence
- sbytes = 788; SHAP=0.042845; supports predicted class.
- dmean = 126; SHAP=0.022092; supports predicted class.
- sttl = 62; SHAP=0.020232; supports predicted class.
- dloss = 2; SHAP=0.018928; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.014888; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 2.2761, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",800,114
UNSW-OFFICIAL-9004,A0_template,deterministic_template,"Prediction Summary
The detector predicted Fuzzers with confidence 0.2548.

Evidence
- Protocol = udp; SHAP=0.052691; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=-0.047812; opposes predicted class.
- ct_srv_dst = 1; SHAP=-0.047399; opposes predicted class.
- sbytes = 808; SHAP=0.043528; supports predicted class.
- smean = 404; SHAP=0.039162; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 1.6565, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",798,109
UNSW-OFFICIAL-9757,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.6225.

Evidence
- ct_dst_ltm = 4; SHAP=0.039762; supports predicted class.
- Protocol is not udp; SHAP=0.032215; supports predicted class.
- sbytes = 19040; SHAP=0.029177; supports predicted class.
- sjit = 1011.99; SHAP=0.026138; supports predicted class.
- dur = 59.4057; SHAP=0.025617; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 4.9798, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",818,115
UNSW-OFFICIAL-9931,A0_template,deterministic_template,"Prediction Summary
The detector predicted DoS with confidence 0.8413.

Evidence
- Service = dns; SHAP=0.136223; supports predicted class.
- An application service is identified; SHAP=0.117238; supports predicted class.
- sbytes = 168; SHAP=0.058792; supports predicted class.
- smean = 84; SHAP=0.044320; supports predicted class.
- ct_srv_dst = 1; SHAP=0.039080; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 5.8894, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",821,111
UNSW-OFFICIAL-10015,A0_template,deterministic_template,"Prediction Summary
The detector predicted Shellcode with confidence 0.5125.

Evidence
- ct_dst_src_ltm = 1; SHAP=0.052374; supports predicted class.
- Service = unspecified; SHAP=0.039498; supports predicted class.
- Service is not http; SHAP=0.028197; supports predicted class.
- sbytes = 888; SHAP=0.024214; supports predicted class.
- sloss = 2; SHAP=0.022554; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 4.3560, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",823,114
UNSW-OFFICIAL-10029,A0_template,deterministic_template,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.5137.

Evidence
- smean = 81; SHAP=0.066687; supports predicted class.
- sbytes = 810; SHAP=0.054668; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.036651; supports predicted class.
- An application service is identified; SHAP=0.032554; supports predicted class.
- ct_srv_src = 8; SHAP=-0.031289; opposes predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 1.5411, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,111
UNSW-OFFICIAL-10238,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.5116.

Evidence
- Protocol is not udp; SHAP=0.079499; supports predicted class.
- ct_src_ltm = 9; SHAP=0.049284; supports predicted class.
- Protocol = sctp; SHAP=0.041104; supports predicted class.
- smean = 76; SHAP=0.032557; supports predicted class.
- sbytes = 152; SHAP=0.024079; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 4.0926, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",814,115
UNSW-OFFICIAL-10272,A0_template,deterministic_template,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.9967.

Evidence
- sbytes = 564; SHAP=0.086009; supports predicted class.
- smean = 56; SHAP=0.068306; supports predicted class.
- dmean = 44; SHAP=0.046143; supports predicted class.
- sjit = 5619.65; SHAP=0.043878; supports predicted class.
- dbytes = 354; SHAP=0.041464; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 2.9901, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",791,109
UNSW-OFFICIAL-10450,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 0.9043.

Evidence
- dbytes = 35058; SHAP=0.071124; supports predicted class.
- sttl = 62; SHAP=0.068499; supports predicted class.
- dmean = 1096; SHAP=0.067123; supports predicted class.
- dloss = 14; SHAP=0.059864; supports predicted class.
- dpkts = 32; SHAP=0.050717; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 5.8777, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",787,107
UNSW-OFFICIAL-10690,A0_template,deterministic_template,"Prediction Summary
The detector predicted Worms with confidence 0.7944.

Evidence
- sbytes = 1296; SHAP=0.090401; supports predicted class.
- smean = 130; SHAP=0.066957; supports predicted class.
- An application service is identified; SHAP=0.059468; supports predicted class.
- Service = http; SHAP=0.054759; supports predicted class.
- trans_depth = 1; SHAP=0.050956; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 6.7523, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",824,110
UNSW-OFFICIAL-10762,A0_template,deterministic_template,"Prediction Summary
The detector predicted Fuzzers with confidence 0.3535.

Evidence
- ct_dst_src_ltm = 1; SHAP=-0.045993; opposes predicted class.
- sbytes = 738; SHAP=0.035893; supports predicted class.
- smean = 74; SHAP=0.026007; supports predicted class.
- ct_srv_src = 5; SHAP=0.025266; supports predicted class.
- Service = unspecified; SHAP=0.019477; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 2.2980, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",811,112
UNSW-OFFICIAL-10832,A0_template,deterministic_template,"Prediction Summary
The detector predicted DoS with confidence 0.4426.

Evidence
- dbytes = 3278; SHAP=0.048098; supports predicted class.
- spkts = 416; SHAP=0.040572; supports predicted class.
- sbytes = 565707; SHAP=0.040268; supports predicted class.
- sloss = 205; SHAP=0.032163; supports predicted class.
- dpkts = 76; SHAP=0.023740; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 3.0985, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",801,114
UNSW-OFFICIAL-10870,A0_template,deterministic_template,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.9414.

Evidence
- sbytes = 168; SHAP=0.176791; supports predicted class.
- smean = 84; SHAP=0.148765; supports predicted class.
- Protocol = udp; SHAP=0.108962; supports predicted class.
- sload = 8.4e+07; SHAP=0.050766; supports predicted class.
- ct_srv_dst = 1; SHAP=0.042294; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 2.8242, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",798,109
UNSW-OFFICIAL-11213,A0_template,deterministic_template,"Prediction Summary
The detector predicted Backdoor with confidence 0.3317.

Evidence
- Protocol is not udp; SHAP=0.032793; supports predicted class.
- dur = 7.85664; SHAP=0.015101; supports predicted class.
- spkts = 40; SHAP=0.011380; supports predicted class.
- Protocol = ospf; SHAP=0.011158; supports predicted class.
- rate = 4.96395; SHAP=0.009657; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.6537, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",815,115
UNSW-OFFICIAL-11343,A0_template,deterministic_template,"Prediction Summary
The detector predicted Shellcode with confidence 0.7766.

Evidence
- Protocol = udp; SHAP=0.100531; supports predicted class.
- smean = 101; SHAP=0.081981; supports predicted class.
- sbytes = 202; SHAP=0.078008; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.064333; supports predicted class.
- ct_srv_dst = 1; SHAP=0.043911; supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 6.6007, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",808,108
UNSW-OFFICIAL-11434,A0_template,deterministic_template,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.6564.

Evidence
- smean = 88; SHAP=0.055038; supports predicted class.
- sbytes = 882; SHAP=0.053702; supports predicted class.
- dmean = 44; SHAP=0.027486; supports predicted class.
- dloss = 1; SHAP=0.026626; supports predicted class.
- sload = 5057.47; SHAP=0.025621; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 1.9692, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",794,109
UNSW-OFFICIAL-11472,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 0.4322.

Evidence
- ct_srv_src = 5; SHAP=0.042293; supports predicted class.
- ct_srv_dst = 1; SHAP=0.027133; supports predicted class.
- An application service is identified; SHAP=0.023113; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.020629; supports predicted class.
- sload = 11720.8; SHAP=0.020590; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 2.8095, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",834,114
UNSW-OFFICIAL-12960,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 1.0000.

Evidence
- sttl = 62; SHAP=0.102586; supports predicted class.
- An application service is identified; SHAP=0.064106; supports predicted class.
- dmean = 134; SHAP=0.060426; supports predicted class.
- sbytes = 364; SHAP=0.042939; supports predicted class.
- Service = ftp-data; SHAP=0.039322; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",818,109
UNSW-OFFICIAL-13342,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.114276; supports predicted class.
- sbytes = 114; SHAP=0.099634; supports predicted class.
- An application service is identified; SHAP=0.076075; supports predicted class.
- ct_srv_dst = 39; SHAP=0.074800; supports predicted class.
- ct_dst_sport_ltm = 22; SHAP=0.059328; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-15213,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.114447; supports predicted class.
- sbytes = 114; SHAP=0.099384; supports predicted class.
- ct_srv_dst = 34; SHAP=0.076233; supports predicted class.
- An application service is identified; SHAP=0.076135; supports predicted class.
- ct_dst_sport_ltm = 21; SHAP=0.058882; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-15415,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.114275; supports predicted class.
- sbytes = 114; SHAP=0.099540; supports predicted class.
- An application service is identified; SHAP=0.075972; supports predicted class.
- ct_srv_dst = 35; SHAP=0.074874; supports predicted class.
- ct_dst_sport_ltm = 20; SHAP=0.059390; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-15513,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 0.9933.

Evidence
- Service = dns; SHAP=0.112973; supports predicted class.
- sbytes = 114; SHAP=0.100283; supports predicted class.
- An application service is identified; SHAP=0.078002; supports predicted class.
- ct_srv_dst = 45; SHAP=0.073382; supports predicted class.
- ct_dst_sport_ltm = 25; SHAP=0.066753; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.4567, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-15593,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.115590; supports predicted class.
- sbytes = 114; SHAP=0.101824; supports predicted class.
- An application service is identified; SHAP=0.080148; supports predicted class.
- ct_srv_dst = 31; SHAP=0.073361; supports predicted class.
- ct_dst_sport_ltm = 13; SHAP=0.060416; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-16778,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.115780; supports predicted class.
- sbytes = 114; SHAP=0.100291; supports predicted class.
- An application service is identified; SHAP=0.079874; supports predicted class.
- ct_srv_dst = 18; SHAP=0.072470; supports predicted class.
- ct_dst_sport_ltm = 18; SHAP=0.060218; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-17774,A0_template,deterministic_template,"Prediction Summary
The detector predicted Exploits with confidence 0.5191.

Evidence
- sttl = 254; SHAP=-0.077617; opposes predicted class.
- sbytes = 31148; SHAP=0.039063; supports predicted class.
- sload = 282096; SHAP=0.031340; supports predicted class.
- smean = 820; SHAP=0.029792; supports predicted class.
- dbytes = 1954; SHAP=0.029010; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 3.3741, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",799,112
UNSW-OFFICIAL-18095,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.115350; supports predicted class.
- sbytes = 114; SHAP=0.100277; supports predicted class.
- An application service is identified; SHAP=0.079798; supports predicted class.
- ct_srv_dst = 25; SHAP=0.073167; supports predicted class.
- ct_dst_sport_ltm = 25; SHAP=0.060282; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-19389,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.160559; supports predicted class.
- sbytes = 114; SHAP=0.122999; supports predicted class.
- An application service is identified; SHAP=0.109828; supports predicted class.
- Protocol = udp; SHAP=0.073638; supports predicted class.
- smean = 57; SHAP=0.063985; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",816,109
UNSW-OFFICIAL-20794,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.114627; supports predicted class.
- sbytes = 114; SHAP=0.100276; supports predicted class.
- An application service is identified; SHAP=0.079238; supports predicted class.
- ct_srv_dst = 35; SHAP=0.074332; supports predicted class.
- ct_dst_sport_ltm = 22; SHAP=0.061068; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
UNSW-OFFICIAL-20956,A0_template,deterministic_template,"Prediction Summary
The detector predicted Generic with confidence 1.0000.

Evidence
- Service = dns; SHAP=0.115117; supports predicted class.
- sbytes = 114; SHAP=0.100985; supports predicted class.
- An application service is identified; SHAP=0.079804; supports predicted class.
- ct_srv_dst = 35; SHAP=0.072784; supports predicted class.
- ct_dst_sport_ltm = 16; SHAP=0.060896; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 6.5000, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",828,109
