event_id,configuration_id,true_label_evaluation_only,predicted_label,classification_correct_evaluation_only,core_structure_pass,strict_structure_pass,headings_exactly_once,heading_order_correct,all_sections_nonempty,extra_title_present,predicted_label_present,confidence_present,uncertainty_present,stage_present,risk_score_present,policy_zone_present,recommended_action_exact,recommended_action_token_coverage,human_review_pass,prediction_contract_pass,feature_name_hits,observed_value_hits,shap_value_hits,direction_hits,feature_name_coverage,observed_value_coverage,shap_value_coverage,direction_coverage,no_shap_sentence_present,evidence_contract_pass,prediction_framing_present,unexpected_true_label_assertion,misclassification_honesty_pass,overclaim_flag,unsupported_risk_language_flag,unsupported_indicator_flag,automatic_unsupported_claim_flag,reached_token_limit,report_words,input_tokens,output_tokens,generation_seconds,report_text,source_file
UNSW-OFFICIAL-10029,A1_unconstrained_full,Reconnaissance,Reconnaissance,True,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,196,585.0,307.0,11.60698897500015,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a confidence of 51.37%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- smean: 81
- sbytes: 810
- ct_dst_src_ltm: 1
- service_-: An application service is identified
- ct_srv_src: 8

### Risk and Policy
The risk score is 1.5411, indicating a moderate risk. The policy zone is ""Monitor,"" and the recommended action is to log the event and continue monitoring.

### Recommended Action
The recommended action is to log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event was predicted to be of the type ""Reconnaissance"" with a confidence of 51.37%.
- The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.
- The risk score is 1.5411, indicating a moderate risk.
- The policy zone is ""Monitor,"" and the recommended action is to log the event and continue monitoring.
- A human review is required due to the detector confidence below the fixed 0.70 threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10238,A1_unconstrained_full,Reconnaissance,Backdoor,False,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False,184,581.0,271.0,10.273938840000028,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 51.16%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- ct_src_ltm = 9 (9.0)
- Protocol = SCTP (1.0)
- smean = 76 (76.0)
- sbytes = 152 (152.0)

### Risk and Policy
The risk score is 4.0926, indicating a high risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The event is classified as a Backdoor attack, which may not be the only type of attack that could cause similar observable features.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10272,A1_unconstrained_full,Reconnaissance,Reconnaissance,True,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,True,False,5,4,0,0,1.0,0.8,0.0,0.0,False,False,True,False,,False,True,False,True,False,181,598.0,274.0,9.75060851499984,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a high confidence of 99.67%. The model used is the Random Forest model version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes several features:
- sbytes: 564
- smean: 56
- dmean: 44
- sjit: 5619.65
- dbytes: 354

### Risk and Policy
The risk score is 2.9901, indicating a moderate risk. The policy zone is set to ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The model's confidence is very high (99.67%), which may indicate a high level of certainty but also a potential risk of false positives.
- The event is classified as ""Reconnaissance,"" which is a low-severity threat, but the high confidence suggests it could be a false positive.
- The human review is not required due to the high confidence threshold set by the policy.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10450,A1_unconstrained_full,Exploits,Exploits,True,True,True,True,True,True,False,True,False,False,True,False,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,False,False,False,False,216,586.0,303.0,11.088065217999883,"### Prediction Summary
The event was predicted to be an Exploits with a high confidence of 0.904. The model's uncertainty score is 0.096, indicating a high level of confidence in the prediction.

### Evidence
The model's predictions are based on several features including dbytes, sttl, dmean, dloss, and dpkts. The observed values for these features are 35058, 62, 1096, 14, and 32 respectively, which are all above the threshold for the predicted class.

### Risk and Policy
The event is classified as Exploits, which is a high-risk activity. The policy zone is set to Block, indicating that the source should be blocked to prevent further exploitation attempts.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation. This is based on the high confidence and the severity of the predicted stage (Exploitation with a stage severity of 6.5).

### Human Review
No mandatory human review is required as the confidence threshold is not met (0.7).

### Limitations
- The model's confidence is high, but the human review threshold is not met, which means there is no mandatory human review.
- The event is classified as Exploits, which is a high-risk activity, but the policy zone is set to Block, which may not be the most effective action in all scenarios.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10690,A1_unconstrained_full,Worms,Worms,True,True,True,True,True,True,False,True,True,True,False,True,True,False,1.0,True,False,5,5,0,5,1.0,1.0,0.0,1.0,False,False,True,False,,False,True,False,True,False,220,572.0,301.0,11.419621587000163,"### Prediction Summary
The event was predicted to be a Worms attack with a high confidence of 79.44%. The model's uncertainty score is 20.56%, indicating a high level of confidence in the prediction.

### Evidence
The evidence supporting the prediction includes:
- **sbytes**: 1296 (supports predicted class)
- **smean**: 130 (supports predicted class)
- **service_-**: An application service is identified (supports predicted class)
- **service_http**: Service = http (supports predicted class)
- **trans_depth**: trans_depth = 1 (supports predicted class)

### Risk and Policy
The risk score is 6.7523, indicating a significant risk to the asset. The policy zone is set to Block, and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation. This is based on the high confidence of the prediction and the severity of the risk.

### Human Review
No mandatory confidence-based referral is required as the confidence threshold is set to 0.7.

### Limitations
- The prediction is based on a single model and may not capture all possible attack vectors.
- The model's confidence score is high, but the evidence is not exhaustive, and additional analysis may be needed to confirm the prediction.
- The human review is not required due to the high confidence threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10762,A1_unconstrained_full,Shellcode,Fuzzers,False,True,True,True,True,True,False,False,True,False,False,True,True,True,1.0,False,False,4,4,0,0,0.8,0.8,0.0,0.0,False,False,True,False,True,False,True,False,True,False,161,583.0,235.0,8.911007278999932,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a confidence of 35.35%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence includes features such as ct_dst_src_ltm (1), sbytes (738), smean (74), ct_srv_src (5), and service_ (unspecified). These features are observed to support the predicted class.

### Risk and Policy
The risk score is 2.298, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the detector is below this threshold, necessitating a human review.

### Limitations
The limitations include the detector's confidence being below the fixed 0.70 threshold, which requires a human review to ensure the accuracy of the alert.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10832,A1_unconstrained_full,DoS,DoS,True,True,True,True,True,True,False,True,True,False,False,True,True,False,1.0,True,False,5,0,0,0,1.0,0.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,184,600.0,256.0,8.928673269000228,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 44.26%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes high values for `dbytes`, `spkts`, `sbytes`, `sloss`, and `dpkts`, which are all indicative of a DoS attack.

### Risk and Policy
The risk score is 3.0985, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context to gather more details and escalate the alert if necessary.

### Human Review
The human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the actual confidence is below this threshold.
- The event data includes only local features, which may not capture all relevant aspects of the attack.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-10870,A1_unconstrained_full,Reconnaissance,Reconnaissance,True,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,152,587.0,230.0,8.73362053000028,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a high confidence of 94.14%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- sbytes: 168
- smean: 84
- proto_udp: Protocol = udp
- sload: 8.4e+07
- ct_srv_dst: 1

### Risk and Policy
The risk score is 2.8242, indicating a moderate risk. The policy zone is set to ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The event is a single instance and does not provide context for further analysis.
- The model's confidence is high, but the evidence is not exhaustive, potentially leading to false positives.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-11213,A1_unconstrained_full,DoS,Backdoor,False,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,False,False,3,2,2,0,0.6,0.4,0.4,0.0,False,False,True,False,True,False,True,False,True,False,187,610.0,326.0,12.368958895000103,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 33.17%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0 confidence)
- Duration is 7.85664 seconds (0.0151009187102317 confidence)
- Packet size is 40 (0.0113798817619681 confidence)
- OSPF protocol is detected (1.0 confidence)
- Rate is 4.96395 (0.0096565792337059 confidence)

### Risk and Policy
The risk score is 2.6537, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the detector is below this threshold, necessitating further human review.

### Limitations
The limitations include:
- The detector's confidence is below the fixed 0.70 threshold, necessitating human review.
- The event is a Backdoor attack, which may require additional context to fully understand the nature of the threat.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-11343,A1_unconstrained_full,Shellcode,Shellcode,True,True,True,True,True,True,False,True,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,170,578.0,258.0,9.90729462599984,"### Prediction Summary
The event was detected as a potential Shellcode intrusion attempt. The model predicted a Shellcode label with a confidence of 77.66%, indicating a high likelihood of malicious activity.

### Evidence
The event features include:
- Protocol: UDP (Protocol = udp)
- smean: 101 (smean = 101)
- sbytes: 202 (sbytes = 202)
- ct_dst_src_ltm: 1 (ct_dst_src_ltm = 1)
- ct_srv_dst: 1 (ct_srv_dst = 1)

### Risk and Policy
The risk score is 6.6007, indicating a significant risk to the asset. The policy zone is set to Block, and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The model's confidence threshold is set at 0.7, which may lead to false positives.
- The event features are based on observed values and SHAP values, which may not fully capture the true nature of the intrusion attempt.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-11434,A1_unconstrained_full,Reconnaissance,Reconnaissance,True,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,True,False,5,4,0,0,1.0,0.8,0.0,0.0,False,False,True,False,,False,True,False,True,False,166,595.0,259.0,9.050394892999975,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a confidence of 65.64%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes several features:
- **smean**: 88
- **sbytes**: 882
- **dmean**: 44
- **dloss**: 1
- **sload**: 5057.47

### Risk and Policy
The risk score is 1.9692, indicating a moderate risk. The policy zone is ""Monitor,"" and the recommended action is to log the event and continue monitoring.

### Recommended Action
The recommended action is to log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The event is classified as ""Reconnaissance,"" which is a broad category and may not be actionable without further context or evidence.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-11472,A1_unconstrained_full,Worms,Exploits,False,True,True,True,True,True,False,True,False,False,False,True,True,True,1.0,True,False,4,3,0,0,0.8,0.6,0.0,0.0,False,False,True,False,True,False,True,False,True,False,205,599.0,309.0,11.475991940000313,"### Prediction Summary
The event was predicted to be an Exploits with a confidence of 43.2% and an uncertainty score of 57%. The model used is a Random Forest with a version of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence includes features such as ct_srv_src (5), ct_srv_dst (1), ct_dst_src_ltm (1), and sload (11720.8). These features are supported by the model's prediction.

### Risk and Policy
The risk score is 2.8095, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event was predicted to be an Exploits with a confidence of 43.2%.
- The model used is a Random Forest with a version of UNSW-RF-OFFICIAL-1.0.
- The risk score is 2.8095, indicating a moderate risk.
- The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.
- Human review is required due to the detector confidence below the fixed 0.70 threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-12960,A1_unconstrained_full,Exploits,Exploits,True,True,True,True,True,True,False,True,True,True,True,True,True,False,1.0,True,True,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,False,False,False,False,152,542.0,228.0,8.74601931999996,"### Prediction Summary
The event was predicted to be an Exploits using a Random Forest model with a confidence of 1.0. The model's uncertainty score is 0.0, indicating high confidence in the prediction.

### Evidence
The model's features include sttl (62), service_ftp-data (1.0), dmean (134), sbytes (364), and service_- (0.0). These features support the predicted label of Exploits.

### Risk and Policy
The predicted stage is Exploitation, with a stage severity of 6.5 and a risk score of 6.5. The policy zone is Block, and the recommended action is to block the suspected source and initiate investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The model's confidence score is 1.0, indicating high certainty in the prediction.
- The human review is not mandatory, as the confidence threshold is set at 0.7.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-13342,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,217,545.0,318.0,11.949235944000066,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is the Random Forest model version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The application service being identified (readable evidence: ""An application service is identified"").
- The CT (Connection Tracking) information showing a destination service of 39 (readable evidence: ""ct_srv_dst = 39"").
- The CT information indicating a destination service port of 22 (readable evidence: ""ct_dst_sport_ltm = 22"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The confidence threshold for human review is set at 0.7, which means that a higher confidence level is required for a mandatory referral.
- The human review section is not applicable in this case due to the low confidence threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-15213,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,4,4,0,0,0.8,0.8,0.0,0.0,False,False,True,False,,False,True,False,True,False,189,544.0,292.0,10.80048512599933,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is the Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The observed value of ct_srv_dst as 34 (readable evidence: ""ct_srv_dst = 34"").
- The observed value of ct_dst_sport_ltm as 21 (readable evidence: ""ct_dst_sport_ltm = 21"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" suggesting immediate action should be taken to block the suspected source.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The model's confidence level is 1.0, indicating high certainty but no human review is required.
- The evidence provided is limited to a few features, which may not capture all relevant factors in the event.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-15415,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,217,545.0,318.0,11.42362151799989,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is the Random Forest model version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The application service being identified (readable evidence: ""An application service is identified"").
- The CT (Connection Tracking) information showing a destination service of 35 (readable evidence: ""ct_srv_dst = 35"").
- The CT information indicating a destination service port of 20 (readable evidence: ""ct_dst_sport_ltm = 20"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The confidence threshold for human review is set at 0.7, which means that a higher confidence level is required for a mandatory referral.
- The human review section is not applicable in this case due to the low confidence threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-15513,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,True,True,True,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,265,577.0,374.0,13.997062193999229,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence of 99.33%. The model used is a Random Forest with a predicted label of ""Generic"" and a confidence score of 0.9933. The uncertainty score is 0.0067, indicating a high level of confidence in the prediction.

### Evidence
The evidence supporting the prediction includes:
- The service type is identified as ""dns"" (readable evidence: ""Service = dns"").
- The number of bytes sent is 114 (readable evidence: ""sbytes = 114"").
- An application service is identified (readable evidence: ""An application service is identified"").
- The destination service port is 45 (readable evidence: ""ct_srv_dst = 45"").
- The destination service port is 25 (readable evidence: ""ct_dst_sport_ltm = 25"").

### Risk and Policy
The risk score is 6.4567, indicating a high risk level. The policy zone is set to ""Block,"" and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation. This is based on the high risk score and the policy to block suspicious activities.

### Human Review
No mandatory confidence-based referral is required as the confidence threshold is set to 0.7.

### Limitations
- The prediction is based on a single model and may not be comprehensive.
- The evidence provided is limited to a few features, which may not capture all aspects of the event.
- The risk score and policy zone are set based on the model's output, which may not align with human judgment in all cases.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-15593,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,217,543.0,318.0,11.739671819999783,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is the Random Forest model version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The application service being identified (readable evidence: ""An application service is identified"").
- The CT (Connection Tracking) information showing a destination service of 31 (readable evidence: ""ct_srv_dst = 31"").
- The CT information indicating a destination service port of 13 (readable evidence: ""ct_dst_sport_ltm = 13"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The confidence threshold for human review is set at 0.7, which means that a higher confidence level is required for a mandatory referral.
- The human review section is not applicable in this case due to the low confidence threshold.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-16778,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,218,542.0,319.0,12.0885716089997,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The application service being identified (readable evidence: ""An application service is identified"").
- The CT (Connection Tracking) values indicating a connection to port 18 (readable evidence: ""ct_srv_dst = 18"" and ""ct_dst_sport_ltm = 18"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" suggesting immediate action should be taken to block the suspected source.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The confidence threshold for human review is set at 0.7, which means that a human reviewer must have a confidence level of at least 70% to initiate a review.
- The human review is not mandatory, and the decision to review the event is based on the confidence level of the model's prediction.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-17774,A1_unconstrained_full,Generic,Exploits,False,True,True,True,True,True,False,True,False,False,False,True,True,True,1.0,True,False,5,4,0,0,1.0,0.8,0.0,0.0,False,False,True,False,True,False,False,False,False,False,156,608.0,238.0,9.24308060199928,"### Prediction Summary
The event was predicted to be an Exploits with a confidence of 51.9%. The model's uncertainty score is 48.1%, indicating moderate confidence in the prediction.

### Evidence
The event features include:
- sttl: 254
- sbytes: 31148
- sload: 282096
- smean: 820
- dbytes: 1954

### Risk and Policy
The risk score is 3.3741, and the policy zone is Alert. The recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event features are based on local machine learning model outputs, which may not be representative of the entire network.
- The confidence threshold for the model is set at 0.70, which may not be universally applicable across all environments.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
UNSW-OFFICIAL-18095,A1_unconstrained_full,Generic,Generic,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1.0,True,False,5,5,0,0,1.0,1.0,0.0,0.0,False,False,True,False,,False,True,False,True,False,242,545.0,356.0,13.148683344000348,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a high confidence level of 1.0. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The service type identified as ""dns"" (readable evidence: ""Service = dns"").
- The observed value of sbytes as 114 (readable evidence: ""sbytes = 114"").
- The application service being identified (readable evidence: ""An application service is identified"").
- The CT (Connection Tracking) information showing ct_srv_dst as 25 (readable evidence: ""ct_srv_dst = 25"").
- The CT information indicating ct_dst_sport_ltm as 25 (readable evidence: ""ct_dst_sport_ltm = 25"").

### Risk and Policy
The risk score is 6.5, indicating a high risk to the asset criticality of 1.0. The policy zone is set to ""Block,"" suggesting immediate action should be taken to block the suspected source.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory human review is required as the confidence threshold is set to 0.7.

### Limitations
- The prediction is based on a single feature set, which may not capture all relevant factors.
- The model's confidence level of 1.0 suggests a high certainty, but it is important to consider other potential sources of risk.
- The evidence provided is limited to a few features, which may not be comprehensive enough to fully understand the context of the event.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/full_generation/A1_unconstrained_full/A1_unconstrained_full_raw_reports.csv
